brand_code,artist,title,tier,method,chosen_ext,n_audio,n_candidates,note,chosen_path,alt_candidates
NOMAD-0503,Daniel O'Donnell,"Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen",HIGH,local,wav,17,5,,"NOMAD-0503 - Daniel O'Donnell - Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen/Daniel O'Donnell - Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen (Local).wav","NOMAD-0503 - Daniel O'Donnell - Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen/Medley With 5 Seconds Additional Intro Silence/Daniel O'Donnell - Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen (Local5SecsSilence).wav ;; NOMAD-0503 - Daniel O'Donnell - Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen/Fiverr Inputs and Audacity Project/onlymp3.to - Daniel O Donnell The Mountains Of Mourne-8GELxZWjTGI-192k-1705792405.mp3 ;; NOMAD-0503 - Daniel O'Donnell - Medley_ Galway Bay, The Mountains Of Mourne, I'll Take You Home Again Kathleen/Fiverr Inputs and Audacity Project/onlymp3.to - Daniel O Donnell I ll Take You Home Again Kathleen-5yKtP5gf1us-192k-1705792174.mp3"
NOMAD-0504,The Beatles,In My Life,HIGH,youtube,wav,15,2,,NOMAD-0504 - The Beatles - In My Life/The Beatles - In My Life (Youtube YBcdt6DsLQA).wav,NOMAD-0504 - The Beatles - In My Life/The Beatles - In My Life (Youtube YBcdt6DsLQA).webm
NOMAD-0505,Truck Stop,Komm her du bist mein Cowboy,HIGH,local,wav,7,2,,NOMAD-0505 - Truck Stop - Komm her du bist mein Cowboy/Truck Stop - Komm her du bist mein Cowboy (Local).wav,NOMAD-0505 - Truck Stop - Komm her du bist mein Cowboy/Truck Stop - Komm her du bist mein Cowboy (Local).mp3
NOMAD-0506,Linda Feller,Du gabst ihr deinen Namen,HIGH,local,wav,7,2,,NOMAD-0506 - Linda Feller - Du gabst ihr deinen Namen/Linda Feller - Du gabst ihr deinen Namen (Local).wav,NOMAD-0506 - Linda Feller - Du gabst ihr deinen Namen/Linda Feller - Du gabst ihr deinen Namen (Local).mp3
NOMAD-0507,Victoria OB,Yeshua,HIGH,local,wav,23,4,,NOMAD-0507 - Victoria OB - Yeshua/Victoria OB - Yeshua (Local).wav,NOMAD-0507 - Victoria OB - Yeshua/Victoria OB - Yeshua (Local).m4a ;; NOMAD-0507 - Victoria OB - Yeshua/slowj yesh v9.wav ;; NOMAD-0507 - Victoria OB - Yeshua/slowj yesh v4 instrumental.wav
NOMAD-0508,Matthew Morrison,Somewhere Over the Rainbow,HIGH,local,flac,19,2,,NOMAD-0508 - Matthew Morrison - Somewhere Over the Rainbow/Matthew Morrison - Somewhere Over the Rainbow (Local).flac,NOMAD-0508 - Matthew Morrison - Somewhere Over the Rainbow/Matthew Morrison - Somewhere Over the Rainbow (Local).wav
NOMAD-0509,fun.,Benson Hedges,HIGH,local,flac,19,2,,NOMAD-0509 - fun. - Benson Hedges/fun. - Benson Hedges (Local).flac,NOMAD-0509 - fun. - Benson Hedges/fun. - Benson Hedges (Local).wav
NOMAD-0510,fun.,All the Pretty Girls,HIGH,local,flac,19,2,,NOMAD-0510 - fun. - All the Pretty Girls/fun. - All the Pretty Girls (Local).flac,NOMAD-0510 - fun. - All the Pretty Girls/fun. - All the Pretty Girls (Local).wav
NOMAD-0511,fun.,At Least I'm Not as Sad (As I Used to Be),HIGH,local,flac,19,2,,NOMAD-0511 - fun. - At Least I'm Not as Sad (As I Used to Be)/fun. - At Least I'm Not as Sad (As I Used to Be) (Local).flac,NOMAD-0511 - fun. - At Least I'm Not as Sad (As I Used to Be)/fun. - At Least I'm Not as Sad (As I Used to Be) (Local).wav
NOMAD-0512,fun.,I Wanna Be the One,HIGH,local,flac,19,2,,NOMAD-0512 - fun. - I Wanna Be the One/fun. - I Wanna Be the One (Local).flac,NOMAD-0512 - fun. - I Wanna Be the One/fun. - I Wanna Be the One (Local).wav
NOMAD-0513,fun.,Walking the Dog,HIGH,local,flac,19,2,,NOMAD-0513 - fun. - Walking the Dog/fun. - Walking the Dog (Local).flac,NOMAD-0513 - fun. - Walking the Dog/fun. - Walking the Dog (Local).wav
NOMAD-0514,fun.,Light a Roman Candle with Me,HIGH,local,flac,19,2,,NOMAD-0514 - fun. - Light a Roman Candle with Me/fun. - Light a Roman Candle with Me (Local).flac,NOMAD-0514 - fun. - Light a Roman Candle with Me/fun. - Light a Roman Candle with Me (Local).wav
NOMAD-0515,fun.,Barlights,HIGH,local,flac,19,2,,NOMAD-0515 - fun. - Barlights/fun. - Barlights (Local).flac,NOMAD-0515 - fun. - Barlights/fun. - Barlights (Local).wav
NOMAD-0516,fun.,Take Your Time (Coming Home),HIGH,local,flac,19,2,,NOMAD-0516 - fun. - Take Your Time (Coming Home)/fun. - Take Your Time (Coming Home) (Local).flac,NOMAD-0516 - fun. - Take Your Time (Coming Home)/fun. - Take Your Time (Coming Home) (Local).wav
NOMAD-0517,Tom Astor,Sturm Und Drang,HIGH,local,wav,18,1,,NOMAD-0517 - Tom Astor - Sturm Und Drang/Tom Astor - Sturm Und Drang (Local).wav,
NOMAD-0518,Titellied der gleichnamigen Fernsehserie 1962,Bonanza,HIGH,local,wav,21,3,,NOMAD-0518 - Titellied der gleichnamigen Fernsehserie 1962 - Bonanza/Titellied der gleichnamigen Fernsehserie 1962 - Bonanza (Local).wav,NOMAD-0518 - Titellied der gleichnamigen Fernsehserie 1962 - Bonanza/Bonanza (Titellied der gleichnamigen Fernsehserie 1962).wav ;; NOMAD-0518 - Titellied der gleichnamigen Fernsehserie 1962 - Bonanza/Bonanza (Titellied der gleichnamigen Fernsehserie 1962).mp3
NOMAD-0519,Linda Feller,Billy Bob's Texas,HIGH,local,wav,21,3,,NOMAD-0519 - Linda Feller - Billy Bob's Texas/Linda Feller - Billy Bob's Texas (Local).wav,NOMAD-0519 - Linda Feller - Billy Bob's Texas/Linda Feller - Billy Bob's Texas.wav ;; NOMAD-0519 - Linda Feller - Billy Bob's Texas/Linda Feller - Billy Bob's Texas.mp3
NOMAD-0520,ABBA,Dancing Queen,HIGH,local,flac,13,2,,NOMAD-0520 - ABBA - Dancing Queen/ABBA - Dancing Queen (Local).flac,NOMAD-0520 - ABBA - Dancing Queen/ABBA - Dancing Queen (Local).wav
NOMAD-0521,Ken Ashcorp,Touch Fluffy Tail,HIGH,youtube,wav,21,2,,NOMAD-0521 - Ken Ashcorp - Touch Fluffy Tail/Ken Ashcorp - Touch Fluffy Tail (Youtube 4nyHPIcbn88).wav,NOMAD-0521 - Ken Ashcorp - Touch Fluffy Tail/Ken Ashcorp - Touch Fluffy Tail (Youtube 4nyHPIcbn88).webm
NOMAD-0522,Mavi Phoenix,Pretty Life (Whsprs Cover),HIGH,youtube,wav,21,2,,NOMAD-0522 - Mavi Phoenix - Pretty Life (Whsprs Cover)/Mavi Phoenix - Pretty Life (Whsprs Cover) (Youtube zggOH59I5w0).wav,NOMAD-0522 - Mavi Phoenix - Pretty Life (Whsprs Cover)/Mavi Phoenix - Pretty Life (Whsprs Cover) (Youtube zggOH59I5w0).webm
NOMAD-0523,Jimi Hendrix,Remember,HIGH,local,flac,19,2,,NOMAD-0523 - Jimi Hendrix - Remember/Jimi Hendrix - Remember (Local).flac,NOMAD-0523 - Jimi Hendrix - Remember/Jimi Hendrix - Remember (Local).wav
NOMAD-0524,Smash Mouth,All Star,HIGH,local,flac,19,2,,NOMAD-0524 - Smash Mouth - All Star/Smash Mouth - All Star (Local).flac,NOMAD-0524 - Smash Mouth - All Star/Smash Mouth - All Star (Local).wav
NOMAD-0525,Smash Mouth,All Star (with Shrek),HIGH,local,flac,25,6,,NOMAD-0525 - Smash Mouth - All Star (with Shrek)/Smash Mouth - All Star (with Shrek) (Local).flac,NOMAD-0525 - Smash Mouth - All Star (with Shrek)/Smash Mouth - All Star (with Shrek) (Local).wav ;; NOMAD-0525 - Smash Mouth - All Star (with Shrek)/Inputs/MMD Shrek - Swalla/MMD Shrek - Swalla (Youtube WPywfWMPgt4).wav ;; NOMAD-0525 - Smash Mouth - All Star (with Shrek)/Inputs/Levimaites Productions - An army of Shrek dancing to Shrekophone [HD]/Levimaites Productions - An army of Shrek dancing to Shrekophone [HD] (Youtube 0PiqqbyQRoo).webm
NOMAD-0526,The Silent Comedy,Enemies Multiply,HIGH,youtube,wav,19,2,,NOMAD-0526 - The Silent Comedy - Enemies Multiply/The Silent Comedy - Enemies Multiply (Youtube WcCuyjsVTPI).wav,NOMAD-0526 - The Silent Comedy - Enemies Multiply/The Silent Comedy - Enemies Multiply (Youtube WcCuyjsVTPI).webm
NOMAD-0527,ABBA,Ring Ring,HIGH,local,flac,19,2,,NOMAD-0527 - ABBA - Ring Ring/ABBA - Ring Ring (Local).flac,NOMAD-0527 - ABBA - Ring Ring/ABBA - Ring Ring (Local).wav
NOMAD-0528,ABBA,"Another Town, Another Train",HIGH,local,flac,19,2,,"NOMAD-0528 - ABBA - Another Town, Another Train/ABBA - Another Town, Another Train (Local).flac","NOMAD-0528 - ABBA - Another Town, Another Train/ABBA - Another Town, Another Train (Local).wav"
NOMAD-0529,ABBA,Disillusion,HIGH,local,flac,19,2,,NOMAD-0529 - ABBA - Disillusion/ABBA - Disillusion (Local).flac,NOMAD-0529 - ABBA - Disillusion/ABBA - Disillusion (Local).wav
NOMAD-0530,ABBA,People Need Love,HIGH,local,flac,19,2,,NOMAD-0530 - ABBA - People Need Love/ABBA - People Need Love (Local).flac,NOMAD-0530 - ABBA - People Need Love/ABBA - People Need Love (Local).wav
NOMAD-0531,Frank Sinatra,"New York, New York",HIGH,local,flac,19,2,,"NOMAD-0531 - Frank Sinatra - New York, New York/Frank Sinatra - New York, New York (Local).flac","NOMAD-0531 - Frank Sinatra - New York, New York/Frank Sinatra - New York, New York (Local).wav"
NOMAD-0533,ABBA,I Saw It In The Mirror,HIGH,local,flac,19,2,,NOMAD-0533 - ABBA - I Saw It In The Mirror/ABBA - I Saw It In The Mirror (Local).flac,NOMAD-0533 - ABBA - I Saw It In The Mirror/ABBA - I Saw It In The Mirror (Local).wav
NOMAD-0534,ABBA,"Nina, Pretty Ballerina",HIGH,local,flac,19,2,,"NOMAD-0534 - ABBA - Nina, Pretty Ballerina/ABBA - Nina, Pretty Ballerina (Local).flac","NOMAD-0534 - ABBA - Nina, Pretty Ballerina/ABBA - Nina, Pretty Ballerina (Local).wav"
NOMAD-0535,ABBA,Love Isn’t Easy (But It Sure Is Hard Enough),HIGH,local,flac,19,2,,NOMAD-0535 - ABBA - Love Isn’t Easy (But It Sure Is Hard Enough)/ABBA - Love Isn’t Easy (But It Sure Is Hard Enough) (Local).flac,NOMAD-0535 - ABBA - Love Isn’t Easy (But It Sure Is Hard Enough)/ABBA - Love Isn’t Easy (But It Sure Is Hard Enough) (Local).wav
NOMAD-0536,ABBA,Me And Bobby And Bobby’s Brother,HIGH,local,flac,19,2,,NOMAD-0536 - ABBA - Me And Bobby And Bobby’s Brother/ABBA - Me And Bobby And Bobby’s Brother (Local).flac,NOMAD-0536 - ABBA - Me And Bobby And Bobby’s Brother/ABBA - Me And Bobby And Bobby’s Brother (Local).wav
NOMAD-0537,ABBA,He Is Your Brother,HIGH,local,flac,19,2,,NOMAD-0537 - ABBA - He Is Your Brother/ABBA - He Is Your Brother (Local).flac,NOMAD-0537 - ABBA - He Is Your Brother/ABBA - He Is Your Brother (Local).wav
NOMAD-0538,ABBA,She’s My Kind Of Girl,HIGH,local,flac,19,2,,NOMAD-0538 - ABBA - She’s My Kind Of Girl/ABBA - She’s My Kind Of Girl (Local).flac,NOMAD-0538 - ABBA - She’s My Kind Of Girl/ABBA - She’s My Kind Of Girl (Local).wav
NOMAD-0539,ABBA,I Am Just A Girl,HIGH,local,flac,19,2,,NOMAD-0539 - ABBA - I Am Just A Girl/ABBA - I Am Just A Girl (Local).flac,NOMAD-0539 - ABBA - I Am Just A Girl/ABBA - I Am Just A Girl (Local).wav
NOMAD-0540,ABBA,Rock ’N Roll Band,HIGH,local,flac,19,2,,NOMAD-0540 - ABBA - Rock ’N Roll Band/ABBA - Rock ’N Roll Band (Local).flac,NOMAD-0540 - ABBA - Rock ’N Roll Band/ABBA - Rock ’N Roll Band (Local).wav
NOMAD-0541,ABBA,Ring Ring (Bara Du Slog En Signal) (Swedish Version),HIGH,local,flac,19,2,,NOMAD-0541 - ABBA - Ring Ring (Bara Du Slog En Signal) (Swedish Version)/ABBA - Ring Ring (Bara Du Slog En Signal) (Swedish Version) (Local).flac,NOMAD-0541 - ABBA - Ring Ring (Bara Du Slog En Signal) (Swedish Version)/ABBA - Ring Ring (Bara Du Slog En Signal) (Swedish Version) (Local).wav
NOMAD-0542,ABBA,"Åh, Vilka Tider",HIGH,local,flac,19,2,,"NOMAD-0542 - ABBA - Åh, Vilka Tider/ABBA - Åh, Vilka Tider (Local).flac","NOMAD-0542 - ABBA - Åh, Vilka Tider/ABBA - Åh, Vilka Tider (Local).wav"
NOMAD-0543,ABBA,Merry‐Go‐Round,HIGH,local,flac,19,2,,NOMAD-0543 - ABBA - Merry‐Go‐Round/ABBA - Merry‐Go‐Round (Local).flac,NOMAD-0543 - ABBA - Merry‐Go‐Round/ABBA - Merry‐Go‐Round (Local).wav
NOMAD-0544,ABBA,Santa Rosa,HIGH,local,flac,19,2,,NOMAD-0544 - ABBA - Santa Rosa/ABBA - Santa Rosa (Local).flac,NOMAD-0544 - ABBA - Santa Rosa/ABBA - Santa Rosa (Local).wav
NOMAD-0545,ABBA,Ring Ring (Spanish Version),HIGH,local,flac,19,2,,NOMAD-0545 - ABBA - Ring Ring (Spanish Version)/ABBA - Ring Ring (Spanish Version) (Local).flac,NOMAD-0545 - ABBA - Ring Ring (Spanish Version)/ABBA - Ring Ring (Spanish Version) (Local).wav
NOMAD-0546,ABBA,Wer Im Wartesaal Der Liebe Steht,HIGH,local,flac,19,2,,NOMAD-0546 - ABBA - Wer Im Wartesaal Der Liebe Steht/ABBA - Wer Im Wartesaal Der Liebe Steht (Local).flac,NOMAD-0546 - ABBA - Wer Im Wartesaal Der Liebe Steht/ABBA - Wer Im Wartesaal Der Liebe Steht (Local).wav
NOMAD-0547,ABBA,Ring Ring (German Version),HIGH,local,flac,19,2,,NOMAD-0547 - ABBA - Ring Ring (German Version)/ABBA - Ring Ring (German Version) (Local).flac,NOMAD-0547 - ABBA - Ring Ring (German Version)/ABBA - Ring Ring (German Version) (Local).wav
NOMAD-0548,Fleet Foxes,Montezuma,HIGH,local,flac,19,2,,NOMAD-0548 - Fleet Foxes - Montezuma/Fleet Foxes - Montezuma (Local).flac,NOMAD-0548 - Fleet Foxes - Montezuma/Fleet Foxes - Montezuma (Local).wav
NOMAD-0549,Harald Juhnke,"Berlin, Berlin",HIGH,youtube,wav,19,2,,"NOMAD-0549 - Harald Juhnke - Berlin, Berlin/Harald Juhnke - Berlin, Berlin (Youtube Kcne_uio2_U).wav","NOMAD-0549 - Harald Juhnke - Berlin, Berlin/Harald Juhnke - Berlin, Berlin (Youtube Kcne_uio2_U).webm"
NOMAD-0550,Shoshana Bean,Strange Thunder,HIGH,local,flac,19,2,,NOMAD-0550 - Shoshana Bean - Strange Thunder/Shoshana Bean - Strange Thunder (Local).flac,NOMAD-0550 - Shoshana Bean - Strange Thunder/Shoshana Bean - Strange Thunder (Local).wav
NOMAD-0551,Michael Callen,Crazy World,HIGH,local,wav,19,2,,NOMAD-0551 - Michael Callen - Crazy World/Michael Callen - Crazy World (Local).wav,NOMAD-0551 - Michael Callen - Crazy World/Michael Callen - Crazy World (Local).mp3
NOMAD-0552,Michael Callen,Wish I Had A Dime,HIGH,local,wav,19,2,,NOMAD-0552 - Michael Callen - Wish I Had A Dime/Michael Callen - Wish I Had A Dime (Local).wav,NOMAD-0552 - Michael Callen - Wish I Had A Dime/Michael Callen - Wish I Had A Dime (Local).mp3
NOMAD-0553,The Blasters,One Bad Stud,HIGH,local,flac,19,2,,NOMAD-0553 - The Blasters - One Bad Stud/The Blasters - One Bad Stud (Local).flac,NOMAD-0553 - The Blasters - One Bad Stud/The Blasters - One Bad Stud (Local).wav
NOMAD-0554,Michael Callen,The Healing Power Of Love,HIGH,local,wav,19,2,,NOMAD-0554 - Michael Callen - The Healing Power Of Love/Michael Callen - The Healing Power Of Love (Local).wav,NOMAD-0554 - Michael Callen - The Healing Power Of Love/Michael Callen - The Healing Power Of Love (Local).mp3
NOMAD-0555,Meat Loaf,Braver Than We Are,HIGH,local,wav,18,1,,NOMAD-0555 - Meat Loaf - Braver Than We Are/Meat Loaf - Braver Than We Are (Local).wav,
NOMAD-0556,Harald Juhnke,"Berlin, Berlin (Lisa, Milan)",HIGH,youtube,wav,19,2,,"NOMAD-0556 - Harald Juhnke - Berlin, Berlin (Lisa, Milan)/Harald Juhnke - Berlin, Berlin (Youtube Kcne_uio2_U).wav","NOMAD-0556 - Harald Juhnke - Berlin, Berlin (Lisa, Milan)/Harald Juhnke - Berlin, Berlin (Youtube Kcne_uio2_U).webm"
NOMAD-0557,Friday,The Ballad Of Skinny Linguine,HIGH,local,wav,29,2,,NOMAD-0557 - Friday - The Ballad Of Skinny Linguine/Friday - The Ballad Of Skinny Linguine (Local).wav,NOMAD-0557 - Friday - The Ballad Of Skinny Linguine/Client Inputs/Lamb and Bikini master 2 (1)_Youtube_Master.wav
NOMAD-0558,Emery,The Ponytail Parades,HIGH,youtube,wav,19,2,,NOMAD-0558 - Emery - The Ponytail Parades/Emery - The Ponytail Parades (Youtube i4TQyio791k).wav,NOMAD-0558 - Emery - The Ponytail Parades/Emery - The Ponytail Parades (Youtube i4TQyio791k).webm
NOMAD-0559,Black Sabbath,Buried Alive,HIGH,youtube,wav,19,2,,NOMAD-0559 - Black Sabbath - Buried Alive/Black Sabbath - Buried Alive (Youtube nk5a4r9neAk).wav,NOMAD-0559 - Black Sabbath - Buried Alive/Black Sabbath - Buried Alive (Youtube nk5a4r9neAk).webm
NOMAD-0560,Aloha from space,Storm Troopin',HIGH,local,wav,18,1,,NOMAD-0560 - Aloha from space - Storm Troopin'/Aloha from space - Storm Troopin' (Local).wav,
NOMAD-0561,NerdOut,Bounty,HIGH,local,wav,18,1,,NOMAD-0561 - NerdOut - Bounty/NerdOut - Bounty (Local).wav,
NOMAD-0562,Charles Strouse and Lee Adams,Han's Your Man,HIGH,local,wav,18,1,,NOMAD-0562 - Charles Strouse and Lee Adams - Han's Your Man/Charles Strouse and Lee Adams - Han's Your Man (Local).wav,
NOMAD-0563,Juliane Werding,"Man muß Das Leben Eben Nehmen, Wie Das Leben Eben Ist",HIGH,local,flac,19,2,,"NOMAD-0563 - Juliane Werding - Man muß Das Leben Eben Nehmen, Wie Das Leben Eben Ist/Juliane Werding - Man muß Das Leben Eben Nehmen, Wie Das Leben Eben Ist (Local).flac","NOMAD-0563 - Juliane Werding - Man muß Das Leben Eben Nehmen, Wie Das Leben Eben Ist/Juliane Werding - Man muß Das Leben Eben Nehmen, Wie Das Leben Eben Ist (Local).wav"
NOMAD-0564,Aurelio Voltaire,Butterfly,HIGH,local,flac,19,2,,NOMAD-0564 - Aurelio Voltaire - Butterfly/Aurelio Voltaire - Butterfly (Local).flac,NOMAD-0564 - Aurelio Voltaire - Butterfly/Aurelio Voltaire - Butterfly (Local).wav
NOMAD-0565,Blind Guardian,Violent Shadows,HIGH,local,flac,19,2,,NOMAD-0565 - Blind Guardian - Violent Shadows/Blind Guardian - Violent Shadows (Local).flac,NOMAD-0565 - Blind Guardian - Violent Shadows/Blind Guardian - Violent Shadows (Local).wav
NOMAD-0566,Jonny Hill & Linda Feller,Zusammenstehn (Duet),HIGH,local,wav,19,2,,NOMAD-0566 - Jonny Hill & Linda Feller - Zusammenstehn (Duet)/Jonny Hill & Linda Feller - Zusammenstehn (Duet) (Local).wav,NOMAD-0566 - Jonny Hill & Linda Feller - Zusammenstehn (Duet)/Jonny Hill & Linda Feller - Zusammenstehn (Duet) (Local).mp3
NOMAD-0567,Tori Amos,Big Wheel,HIGH,local,flac,19,2,,NOMAD-0567 - Tori Amos - Big Wheel/Tori Amos - Big Wheel (Local).flac,NOMAD-0567 - Tori Amos - Big Wheel/Tori Amos - Big Wheel (Local).wav
NOMAD-0568,Chairlift,Bruises,HIGH,local,flac,19,2,,NOMAD-0568 - Chairlift - Bruises/Chairlift - Bruises (Local).flac,NOMAD-0568 - Chairlift - Bruises/Chairlift - Bruises (Local).wav
NOMAD-0569,Jonny Hill & Linda Feller,London,HIGH,local,wav,19,2,,NOMAD-0569 - Jonny Hill & Linda Feller - London/Jonny Hill & Linda Feller - London (Local).wav,NOMAD-0569 - Jonny Hill & Linda Feller - London/Jonny Hill & Linda Feller - London (Local).mp3
NOMAD-0570,Life Languages,The Mover Song,HIGH,local,wav,18,1,,NOMAD-0570 - Life Languages - The Mover Song/Life Languages - The Mover Song (Local).wav,
NOMAD-0571,Life Languages,The Responder Song,HIGH,local,wav,6,1,,NOMAD-0571 - Life Languages - The Responder Song/Life Languages - The Responder Song (Local).wav,
NOMAD-0572,Life Languages,The Contemplator Song,HIGH,local,wav,18,1,,NOMAD-0572 - Life Languages - The Contemplator Song/Life Languages - The Contemplator Song (Local).wav,
NOMAD-0573,Life Languages,The Doer Song,HIGH,local,wav,18,1,,NOMAD-0573 - Life Languages - The Doer Song/Life Languages - The Doer Song (Local).wav,
NOMAD-0574,Life Languages,The Shaper Song,HIGH,local,wav,6,1,,NOMAD-0574 - Life Languages - The Shaper Song/Life Languages - The Shaper Song (Local).wav,
NOMAD-0575,Life Languages,The Influencer Song,HIGH,local,wav,18,1,,NOMAD-0575 - Life Languages - The Influencer Song/Life Languages - The Influencer Song (Local).wav,
NOMAD-0576,Life Languages,The Producer Song,HIGH,local,wav,6,1,,NOMAD-0576 - Life Languages - The Producer Song/Life Languages - The Producer Song (Local).wav,
NOMAD-0577,The Amazing Devil,That Unwanted Animal,HIGH,local,flac,13,2,,NOMAD-0577 - The Amazing Devil - That Unwanted Animal/The Amazing Devil - That Unwanted Animal (Local).flac,NOMAD-0577 - The Amazing Devil - That Unwanted Animal/The Amazing Devil - That Unwanted Animal (Local).wav
NOMAD-0578,Bobby Capo,Locamente Enamorado,HIGH,youtube,wav,11,2,,NOMAD-0578 - Bobby Capo - Locamente Enamorado/Bobby Capo - Locamente Enamorado (Youtube 6FJVuoy_yzs).wav,NOMAD-0578 - Bobby Capo - Locamente Enamorado/Bobby Capo - Locamente Enamorado (Youtube 6FJVuoy_yzs).webm
NOMAD-0579,Dagmar,Lass mich damit bloß in Ruhe,HIGH,local,wav,7,2,,NOMAD-0579 - Dagmar - Lass mich damit bloß in Ruhe/Dagmar - Lass mich damit bloß in Ruhe (Local).wav,NOMAD-0579 - Dagmar - Lass mich damit bloß in Ruhe/Dagmar - Lass mich damit bloß in Ruhe (Local).mp3
NOMAD-0580,Los Campesinos!,You! Me! Dancing! (Daytrotter Session),HIGH,youtube,wav,18,2,,NOMAD-0580 - Los Campesinos! - You! Me! Dancing! (Daytrotter Session)/first attempt with audio from YouTube/Los Campesinos! - You! Me! Dancing! (Daytrotter Session) (Youtube 1yFfyd9JWV0).wav,NOMAD-0580 - Los Campesinos! - You! Me! Dancing! (Daytrotter Session)/Daytrotter Sessions You Me Dancing With Intro.wav
NOMAD-0581,Joe P,Leaves,HIGH,local,flac,12,2,,NOMAD-0581 - Joe P - Leaves/Joe P - Leaves (Local).flac,NOMAD-0581 - Joe P - Leaves/Joe P - Leaves (Local).wav
NOMAD-0582,ABBA,Waterloo,HIGH,local,flac,23,2,,NOMAD-0582 - ABBA - Waterloo/ABBA - Waterloo (Local).flac,NOMAD-0582 - ABBA - Waterloo/ABBA - Waterloo (Local).wav
NOMAD-0583,ABBA,Sitting In The Palmtree,HIGH,local,flac,22,2,,NOMAD-0583 - ABBA - Sitting In The Palmtree/ABBA - Sitting In The Palmtree (Local).flac,NOMAD-0583 - ABBA - Sitting In The Palmtree/ABBA - Sitting In The Palmtree (Local).wav
NOMAD-0584,ABBA,King Kong Song,HIGH,local,flac,22,2,,NOMAD-0584 - ABBA - King Kong Song/ABBA - King Kong Song (Local).flac,NOMAD-0584 - ABBA - King Kong Song/ABBA - King Kong Song (Local).wav
NOMAD-0585,ABBA,Hasta Mañana,HIGH,local,flac,22,2,,NOMAD-0585 - ABBA - Hasta Mañana/ABBA - Hasta Mañana (Local).flac,NOMAD-0585 - ABBA - Hasta Mañana/ABBA - Hasta Mañana (Local).wav
NOMAD-0586,ABBA,My Mama Said,HIGH,local,flac,22,2,,NOMAD-0586 - ABBA - My Mama Said/ABBA - My Mama Said (Local).flac,NOMAD-0586 - ABBA - My Mama Said/ABBA - My Mama Said (Local).wav
NOMAD-0587,ABBA,Dance (While The Music Still Goes On),HIGH,local,flac,22,2,,NOMAD-0587 - ABBA - Dance (While The Music Still Goes On)/ABBA - Dance (While The Music Still Goes On) (Local).flac,NOMAD-0587 - ABBA - Dance (While The Music Still Goes On)/ABBA - Dance (While The Music Still Goes On) (Local).wav
NOMAD-0588,ABBA,"Honey, Honey",HIGH,local,flac,24,2,,"NOMAD-0588 - ABBA - Honey, Honey/ABBA - Honey, Honey (Local).flac","NOMAD-0588 - ABBA - Honey, Honey/ABBA - Honey, Honey (Local).wav"
NOMAD-0589,Thomas Borchert,I Know Those Eyes _ This Man Is Dead (Duet),HIGH,youtube,wav,11,2,,NOMAD-0589 - Thomas Borchert - I Know Those Eyes _ This Man Is Dead (Duet)/Thomas Borchert - I Know Those Eyes _ This Man Is Dead (Duet) (Youtube SUN7xeztdD0).wav,NOMAD-0589 - Thomas Borchert - I Know Those Eyes _ This Man Is Dead (Duet)/Thomas Borchert - I Know Those Eyes _ This Man Is Dead (Duet) (Youtube SUN7xeztdD0).webm
NOMAD-0590,Thomas Borchert,I Know Those Eyes _ This Man Is Dead (Duet With Female Vocals),NO_SOURCE,karaoke-sourced,,2,0,source-was-karaoke,,
NOMAD-0591,SHE WANTS REVENGE,Rachael,HIGH,local,flac,11,2,,NOMAD-0591 - SHE WANTS REVENGE - Rachael/SHE WANTS REVENGE - Rachael (Local).flac,NOMAD-0591 - SHE WANTS REVENGE - Rachael/SHE WANTS REVENGE - Rachael (Local).wav
NOMAD-0592,Matt Redmond,Unbroken Praise,HIGH,youtube,wav,11,2,,NOMAD-0592 - Matt Redmond - Unbroken Praise/Matt Redmond - Unbroken Praise (Youtube hpvJDyLI07M).wav,NOMAD-0592 - Matt Redmond - Unbroken Praise/Matt Redmond - Unbroken Praise (Youtube hpvJDyLI07M).webm
